instruction,input,output,source,task
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,انت لين عدتي ما تعرفي التسيير خليه هو كبيل يسير,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,انت لين عدتي ما تعرفي ا,انت لين عدتي ما تعرفي التسيير خليه هو كبيل يسير,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,حد رواية مايعرفها ما يقدم عليها، آن بعد الا ناصحتكم تفتصلو مع شي ما تعرفوه,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,حد رواية مايعرفها ما يقدم عليها، آن ب,حد رواية مايعرفها ما يقدم عليها، آن بعد الا ناصحتكم تفتصلو مع شي ما تعرفوه,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,مزال مزال ما عرفت مالو,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,مزال مزال م,مزال مزال ما عرفت مالو,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,ذا مشيتي ذا مشيتي,casablanca_mauritanian,dialect_example
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,ما جا و عدلو و لا تيوا مدكدكة و لا,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,ما جا و عدلو و لا,ما جا و عدلو و لا تيوا مدكدكة و لا,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,مانل أل يكبظ منك شي أكثر من الي أعطاك,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,مانل أل يكبظ منك ش,مانل أل يكبظ منك شي أكثر من الي أعطاك,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,و نعودوا عدنا نصدروا اللبن و نصدروا اللحم و نصدروا الجلود,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,و نعودوا عدنا نصدروا اللبن و,و نعودوا عدنا نصدروا اللبن و نصدروا اللحم و نصدروا الجلود,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,حد ليهي يتوب يتوب لمولان ما يتوب للعباد,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,حد ليهي يتوب يتوب ل,حد ليهي يتوب يتوب لمولان ما يتوب للعباد,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,يا الغيثة يا الغيثة منى عادت دكتورة في آخر الزمان.,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,يا الغيثة يا الغيثة منى ع,يا الغيثة يا الغيثة منى عادت دكتورة في آخر الزمان.,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,سمية انتي وسهام اتقاوا مولانا وخلوا عنكم منى بي اللي آن ما جايبني هون نسمع عيبها ذا ديروه في روسكم.,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,سمية انتي وسهام اتقاوا مولانا وخلوا عنكم منى بي ا,سمية انتي وسهام اتقاوا مولانا وخلوا عنكم منى بي اللي آن ما جايبني هون نسمع عيبها ذا ديروه في روسكم.,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,يا ليلى نحن لي انقولوا اللا شي ايقولوه الناس نحن مان لي انقولوا شي ما قالوه الناس واستراحي اص.,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,يا ليلى نحن لي انقولوا اللا شي ايقولوه الناس نح,يا ليلى نحن لي انقولوا اللا شي ايقولوه الناس نحن مان لي انقولوا شي ما قالوه الناس واستراحي اص.,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,الناس تعرفوا عنهم كساحة كاملة بيهم الحقيقة اللي قال مخطار وعيشة راهي هوك زرها يابس مي فايتة ركاج عندي عنها.,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,الناس تعرفوا عنهم كساحة كاملة بيهم الحقيقة اللي قال م,الناس تعرفوا عنهم كساحة كاملة بيهم الحقيقة اللي قال مخطار وعيشة راهي هوك زرها يابس مي فايتة ركاج عندي عنها.,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,لا تصكعني بذوك الحرف ما وراي حد,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,لا تصكعني بذوك ,لا تصكعني بذوك الحرف ما وراي حد,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,"كان بعد أيجيني في البوتيك بعد, أيلا ما جبرتو اَن بعد هون في الدار, يجيني في البوتيك و أيلا ما جاني في البوتيك نجبرو في الدار, اَن ظرك لي أثلت أيام.",casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,"كان بعد أيجيني في البوتيك بعد, أيلا ما جبرتو اَن بعد هون في الدار, يجيني ","كان بعد أيجيني في البوتيك بعد, أيلا ما جبرتو اَن بعد هون في الدار, يجيني في البوتيك و أيلا ما جاني في البوتيك نجبرو في الدار, اَن ظرك لي أثلت أيام.",casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,هو ألا المشاكل توف عادو ياسرين ماتيت فاهمتو,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,هو ألا المشاكل توف عا,هو ألا المشاكل توف عادو ياسرين ماتيت فاهمتو,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,الموضوع يخليك لي الي وصيتك عليه ضروري أخبار كاملة توڢ,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,الموضوع يخليك لي الي وصيتك,الموضوع يخليك لي الي وصيتك عليه ضروري أخبار كاملة توڢ,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,الا ليهي نتم نتخط,casablanca_mauritanian,dialect_example
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,آن كاع نبغيك تفسرو لي,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,آن كاع نبغ,آن كاع نبغيك تفسرو لي,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,ما شفتك و اختك مسيكينة ما شافتك,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,ما شفتك و اختك ,ما شفتك و اختك مسيكينة ما شافتك,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,"انت اتراعي في حالنا ذ هو شوف, ذا اشوي عايشين منو وكارين منو دار وذا كامل طامع انت فينا ظرك نعطوك عشرين ألف",casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,"انت اتراعي في حالنا ذ هو شوف, ذا اشوي عايشين منو وكار","انت اتراعي في حالنا ذ هو شوف, ذا اشوي عايشين منو وكارين منو دار وذا كامل طامع انت فينا ظرك نعطوك عشرين ألف",casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,أنت ظركاتي الراجل لكبير ظركاتي بدلا من أتعود أنت هو الي جايب الشغل ماشي تقولي ماشي مع كوص نشتغل معاه,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,أنت ظركاتي الراجل لكبير ظركاتي بدلا من أتعود أنت ه,أنت ظركاتي الراجل لكبير ظركاتي بدلا من أتعود أنت هو الي جايب الشغل ماشي تقولي ماشي مع كوص نشتغل معاه,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,هاذي مي شغيلة هاذي مي شغلة. واللا الحمد لله اللي الراجل اعفى عنكم اقبيل ايعود ما اعفى عنكم خليكم تتمرمروا حته وتعرفوا عنكم امعدلين شي خاسر.,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,هاذي مي شغيلة هاذي مي شغلة. واللا الحمد لله اللي الراجل اعفى عنكم اقب,هاذي مي شغيلة هاذي مي شغلة. واللا الحمد لله اللي الراجل اعفى عنكم اقبيل ايعود ما اعفى عنكم خليكم تتمرمروا حته وتعرفوا عنكم امعدلين شي خاسر.,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,آن كاع ماني متخطية ذي الوته والله ال رضاتني و ذوقي زوينة و صالوه زوين و مستنثي,casablanca_mauritanian,dialect_example
Continue this Hassania Arabic text:,آن كاع ماني متخطية ذي الوته والله ال رض,آن كاع ماني متخطية ذي الوته والله ال رضاتني و ذوقي زوينة و صالوه زوين و مستنثي,casablanca_mauritanian,text_generation
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,و أنت أخبارك هون ؟,casablanca_mauritanian,dialect_example
This is Mauritanian Arabic (Hassania dialect). Provide a similar phrase:,,انت اتجاوب آن ذا الجواب أيو كيم معاي شور الدار كيم جاي شور أمك دورك.,casablanca_mauritanian,dialect_example
