id,annotations,created_at, Annotation results,text,updated_at
1216,1,2024-06-14T22:15:26.829577Z,Neutral,ول الغزواني خبز ذا فر وعارفو وابعيد فيه اتغشمي,2024-06-14T22:15:26.829577Z
1217,1,2024-06-14T22:15:33.978404Z,Neutral,انت عت تگر ملامح الوجه,2024-06-14T22:15:33.979414Z
1218,1,2024-06-14T22:13:54.075053Z,Negative,طيرك مكيذبك,2024-06-14T22:13:54.075053Z
1219,1,2024-06-14T22:13:57.681758Z,Neutral,الأمور ماه سهله,2024-06-14T22:13:57.681758Z
1220,1,2024-06-14T22:14:10.863254Z,Negative,انت اعويليل مافم حد  فالمترشحين يشكل خطور عليه,2024-06-14T22:14:10.863254Z
1221,1,2024-06-14T22:14:01.006770Z,Neutral,لعاد متوتر,2024-06-14T22:14:01.006770Z
1222,1,2024-06-14T22:14:17.263704Z,Neutral,المشكله ان الشعب لايصلح للتغيير انظر إلى الجاره السنغال,2024-06-14T22:14:17.263704Z
1223,1,2024-06-14T22:14:20.768770Z,Neutral,نزلة متأخرة كالعادة,2024-06-14T22:14:20.768770Z
1224,1,2024-06-19T12:18:22.725090Z,Neutral,ذاك بعد ماه ش نافع برام ابشي,2024-06-19T12:18:22.725090Z
1225,1,2024-06-19T12:18:29.819140Z,Neutral,ألى يعملهم ماينجح كاع منهم حد,2024-06-19T12:18:29.820140Z
1226,1,2024-06-14T22:13:38.912265Z,Negative,انت مانك واحل فشي,2024-06-14T22:13:38.912265Z
1227,1,2024-06-14T22:13:42.995315Z,Negative,أنت ما تحشم يسعدك,2024-06-14T22:13:42.995315Z
1228,1,2024-06-14T22:13:48.630837Z,Neutral,أنا شاك عنو خير يستقال ويحافظ على كرامة وملصحة البلد الناس كاملة اتعيط,2024-06-14T22:13:48.630837Z
1229,1,2024-06-19T12:18:14.859289Z,Negative,كذبوا عليه ، وذلك هو الذي جعله متوتر,2024-06-19T12:18:14.859289Z
1230,1,2024-06-19T12:18:04.428616Z,Negative,عاكدك مولانه فالكذيب,2024-06-19T12:18:04.428616Z
1231,1,2024-06-19T12:17:45.995821Z,Neutral,حلل يا كمشه,2024-06-19T12:17:45.995821Z
1232,1,2024-06-19T12:17:54.165416Z,Negative,أصل يسو,2024-06-19T12:17:54.165416Z
1233,1,2024-06-19T12:16:40.996512Z,Negative,ذا نوع من الدعاية لبيرام وخااااااامر ,2024-06-19T12:16:40.996512Z
1234,1,2024-06-19T12:16:56.895694Z,Negative,ذو ألا احريفات الطلبة هو مافايت شي يجنن راسو,2024-06-19T12:16:56.895694Z
1235,1,2024-06-19T12:17:14.065646Z,Negative,الى نعرف هاذو الشباب فيهم شي معدلين هاذ الرمز الى جوقه وتوف هو ذ الشاب يلي موخظ السانو ذ ماه محترم,2024-06-19T12:17:14.066206Z
1236,1,2024-06-19T12:17:28.473859Z,Neutral,لا إورطك إلين يبك ألا ولد الغزواني ول برامه أخير غزواني,2024-06-19T12:17:28.473859Z
1237,1,2024-06-19T12:17:40.639709Z,Positive,ههه حد كان يتكلم كدام الجيش باذي الطريقة يقلبو لكلام كدام السياسيين,2024-06-19T12:17:40.639709Z
1238,1,2024-06-14T22:13:19.122329Z,Negative,هو تعبان حقيقة,2024-06-14T22:13:19.122329Z
1239,1,2024-06-14T22:13:23.899649Z,Positive,لا توجد منافسة أخي الكريم,2024-06-14T22:13:23.899649Z
1240,1,2024-06-14T22:13:31.406899Z,Positive,عبر عن ارتياحه لسير الأمور فى جميع قطاعات حملته,2024-06-14T22:13:31.406899Z
1241,1,2024-06-14T22:13:35.740244Z,Neutral,الوضع اصعيب اصعيب والأمور ماه سهلة ,2024-06-14T22:13:35.740244Z
1242,1,2024-06-14T22:13:07.093001Z,Negative,ذاك الا الفيافي هو ما فايتو الواقع بيه زمن بعد الرمز والبطل، كان يكظ للميدان ويشوف بعينيه الواقع ماه محاني وزير ومدير ينقلو لخبار حد الا طاير فسماء ماه صايب كاع الواقع رعيتو لي مسؤول عنها,2024-06-14T22:13:07.093001Z
1243,1,2024-06-14T22:13:13.895285Z,Neutral,متوتر منك انت ولا صاحبك,2024-06-14T22:13:13.895285Z
1244,1,2024-06-14T22:12:32.744759Z,Neutral,خالكلكم لا هو,2024-06-14T22:12:32.744759Z
1245,1,2024-06-14T22:12:40.164102Z,Negative,معارضة الخارج أثبتت فشلها,2024-06-14T22:12:40.164102Z
1246,1,2024-06-14T22:12:47.661610Z,Neutral,حد إبرد اعلى راس اخمس سنوات جايات منوحكم غزوانى ,2024-06-14T22:12:47.661610Z
1247,1,2024-06-14T22:12:52.931358Z,Negative,ما فم يكون المصلحة الشخصية,2024-06-14T22:12:52.931358Z
1248,1,2024-06-14T22:12:58.430412Z,Neutral,ذاك بيه خونا وصديقنا البريئ,2024-06-14T22:12:58.430412Z
1249,1,2024-06-14T22:13:03.194975Z,Positive,دور بعد ينجح الا هو انشاء الله اتوف,2024-06-14T22:13:03.194975Z
1250,1,2024-06-14T22:12:08.647022Z,Positive,مرشحن هو الأمل,2024-06-14T22:12:08.647022Z
1251,1,2024-06-14T22:12:13.890490Z,Neutral,حلل يادويرى,2024-06-14T22:12:13.890490Z
1252,1,2024-06-14T22:12:17.126702Z,Negative,ذيك مشكلة,2024-06-14T22:12:17.126702Z
1253,1,2024-06-14T22:12:23.694837Z,Neutral,ذيك اسمعناه عندو بداية مأموريته وهاهو يكررها في نهاية مأموريته وسيبقى الوضع صعيب ما دام هو الرئيس,2024-06-14T22:12:23.694837Z
1254,1,2024-06-14T22:12:26.823851Z,Positive,بيرام رجل,2024-06-14T22:12:26.823851Z
1255,1,2024-06-14T22:11:53.792083Z,Negative,ول الغزوان فشل في هذه المأمورية وعلية ان يكون مسؤولا ويمتنع عن الترشح ويفسح المجال للاخرين,2024-06-14T22:11:53.792083Z
1256,1,2024-06-14T22:11:57.390064Z,Positive,مافيه منافسه مرشحن ناجح,2024-06-14T22:11:57.390064Z
1257,1,2024-06-14T22:12:05.527524Z,Negative,تماشي انت ازرياطك مايوفه,2024-06-14T22:12:05.527524Z
1258,1,2024-06-19T12:16:31.654408Z,Negative,وضع صعب جدا,2024-06-19T12:16:31.654408Z
1259,1,2024-06-14T22:11:13.210076Z,Neutral,بيرام الا ينصرو,2024-06-14T22:11:13.210076Z
1260,1,2024-06-14T22:11:20.160830Z,Neutral,الا إزيدو فداك انشاء الله نأكدلك عنو ماه لاهي اشوف شي,2024-06-14T22:11:20.160830Z
1261,1,2024-06-14T22:11:43.911556Z,Neutral,هو الين يعود يختير ينجح يسو ما ازركل ركاج ادور انجح راص,2024-06-14T22:11:43.911556Z
1262,1,2024-06-14T22:11:25.042693Z,Positive,الله ازيدو,2024-06-14T22:11:25.042693Z
1263,1,2024-06-14T22:11:28.033219Z,Negative,فظمة عالم مولان,2024-06-14T22:11:28.033219Z
1264,1,2024-06-14T22:11:33.478696Z,Neutral,الباطل مايوكف,2024-06-14T22:11:33.478696Z
1265,1,2024-06-14T22:11:50.193331Z,Neutral,الرئيس متوتر لأنه يرى ويسمع الكذب والصراعات بين النافذين والحزب وهو يعرف أن المحيطين به قد خدعوا من كان قبله وقفزوا من مركبه إلى مركب غيره وليس صعبا عليهم أن يفعلوها معه هو لوكانت تدوم لغيرك ماوصلت لك,2024-06-14T22:11:50.193331Z
1266,1,2024-06-19T12:40:35.763500Z,Negative,الله يخي يفظحك  عاگدك ملانة ف لكذيب  النفاق يلي يرزين فيك,2024-06-19T12:40:35.763500Z
1267,1,2024-06-19T12:06:34.937002Z,Neutral,ذاك الارتباك الا هى طبيعتو,2024-06-19T12:06:34.937002Z
1268,1,2024-06-19T12:40:24.235179Z,Negative,أنت ظاهرلي عنك ماتفاصل الأوضاع ههه,2024-06-19T12:40:24.235179Z
1269,1,2024-06-19T12:34:48.577802Z,Negative,حمود انگص,2024-06-19T12:34:48.577802Z
1270,1,2024-06-19T12:06:07.478394Z,Positive,اللهم زد وبارك,2024-06-19T12:06:07.478503Z
1271,1,2024-06-14T22:09:15.008901Z,Negative,اول من يعلق لكن من المأكد أنه لا خير في هذه الحكومة هم لا يريدون سوى استمرارهم في الفساد  ,2024-06-14T22:09:15.008901Z
1272,1,2024-06-14T22:09:18.325186Z,Positive,صدقت اخي,2024-06-14T22:09:18.325186Z
1273,1,2024-06-14T22:09:23.641708Z,Negative,هاذ النوع حر,2024-06-14T22:09:23.641708Z
1274,1,2024-06-14T22:09:27.290939Z,Negative,الله يخي يعطيه تنكيزه ذا نوع يالتو يجرد من منصبُ,2024-06-14T22:09:27.290939Z
1275,1,2024-06-14T22:09:30.630589Z,Neutral,هذا عجيب,2024-06-14T22:09:30.630589Z
1276,1,2024-06-14T22:09:38.758112Z,Neutral,هذا النص امحرو اكماش حد كابظو لغب ,2024-06-14T22:09:38.758112Z
1277,1,2024-06-14T22:09:41.609266Z,Negative,يحشمهم يخي، ذي ماهي شغله,2024-06-14T22:09:41.609266Z
1278,1,2024-06-14T22:09:50.913571Z,Neutral,هاذ هو حال جميع لكور في موريتانيا ماهم دابقين بيه شي ولائهم الا لسينغال,2024-06-14T22:09:50.913571Z
1279,1,2024-06-14T22:09:56.808307Z,Negative,هوم مايحشمًو لك الله ياوطني,2024-06-14T22:09:56.808307Z
1280,1,2024-06-14T22:10:00.868874Z,Neutral,على الرئيس اقالتها فورا والتحقيق في جنسيتها ان ثبت عنها هذا القول ,2024-06-14T22:10:00.868874Z
1281,1,2024-06-14T22:10:04.282539Z,Neutral,هذا ماهي وطنية ولا تمثل موريتانيا يحشمك، موريتانيا خير منك انت وحكومتك,2024-06-14T22:10:04.282539Z
1282,1,2024-06-14T22:10:07.420326Z,Neutral,يجب أن تتم إقالته فورا,2024-06-14T22:10:07.420326Z
1283,1,2024-06-14T22:10:14.359254Z,Negative,عليها اللعنه,2024-06-14T22:10:14.359254Z
1284,1,2024-06-14T22:10:22.946624Z,Negative,هذا النوع من البشر حد إرحلو شور سنغال فورا تشجع فريق السينغال على وطنها,2024-06-14T22:10:22.946624Z
1285,1,2024-06-19T12:05:52.241578Z,Negative,ماخفي اعظم,2024-06-19T12:05:52.241578Z
1286,1,2024-06-19T12:05:58.624494Z,Negative,الاقالة فورا,2024-06-19T12:05:58.624494Z
1287,1,2024-06-14T22:10:28.707751Z,Negative,هذا حر حته يغير أحر منو ذ من البطش فالعربية معدل هون,2024-06-14T22:10:28.707751Z
1288,1,2024-06-14T22:10:33.683689Z,Negative,موريتان محگورة للاسف القائمون على الشان العام إلين اعود ذ كيفتهم معناه ان الناس الثانية ما ينشاف اعليه ش,2024-06-14T22:10:33.683689Z
1289,1,2024-06-14T22:10:37.487709Z,Neutral,تحكم الدولة السائبة موريتانيا  جماعة من الماسونية تنتمي بين المغرب والسينغال وتعتبر موريتانيا  مكان لجمع المال ولاتستحق الاحترام ولا الوطنية جماعة من مافيا التفاهة والجهل  لصوص تجار وموظفين لاوطنية لديهم يستزفون ثروات البلد البائس والمنكوب بسبب الفساد منذ حكم الرئيس معاوية ولد الطايع إلى يومنا هذا إلى المغرب والسينغال والدول الأوروبية وتركيا وتبقى المراق على حلها بل تسوء أحوالها سنة بعد سنة أسوء على جميع الأصعدة.,2024-06-14T22:10:37.487709Z
1290,1,2024-06-14T22:10:42.425341Z,Positive,صحيح يغير هوم ذوك الخلطة معظمهم كاملين ولاءهم إلا لسنيغال,2024-06-14T22:10:42.425341Z
1291,1,2024-06-14T22:10:55.129561Z,Neutral,انتوم اتجاهد وتعيط الحد ذا فايتو كامل,2024-06-14T22:10:55.129561Z
1292,1,2024-06-14T22:10:59.471428Z,Neutral,لو كانت الدوله تحترم شعبها لأقالت تلك لئيمه للتي تأكل من خيرات الشعب وتتمي لدوله اجنبيه,2024-06-14T22:10:59.472484Z
1293,1,2024-06-14T22:11:04.481891Z,Negative,نحن مان دول وتوف,2024-06-14T22:11:04.481891Z
1294,1,2024-06-14T22:08:49.483643Z,Positive,صحيح للأسف,2024-06-14T22:08:49.483643Z
1295,1,2024-06-14T22:09:01.610844Z,Negative,يذكر أن أعضاء حركة أفلام الانفصالية المسلحة والتي تدعوا لتمزيق الوطن ولها علم خاص بها أعضاؤها ناشطين في حملة احد المترشحين تصور أن يحكم البلاد بيرام بدعم أفلام,2024-06-14T22:09:01.610844Z
1296,1,2024-06-19T12:03:40.200825Z,Negative,أصل مان  لاهي نزرگولو وافطن مان لاهي نزركول صاحبك انت,2024-06-19T12:03:40.200825Z
1297,1,2024-06-19T12:04:07.202047Z,Negative,على الرئيس الموريتاني أن ينزع منها منصبها ويرجعها إلى السنغال وترد كل أموال الشعب التى كانت تتقاضها طوال مدتها فى الحكم,2024-06-19T12:04:07.202047Z
1298,1,2024-06-19T12:04:19.669798Z,Positive,فليفعلها الرئيس إن استطاع ان فعلها أرفع له قبعتى,2024-06-19T12:04:19.669798Z
1299,1,2024-06-19T12:04:24.349447Z,Positive,بارك الله فيك,2024-06-19T12:04:24.350444Z
1300,1,2024-06-19T12:04:37.847386Z,Neutral,تم انسب النصوص لھلها,2024-06-19T12:04:37.847386Z
1301,1,2024-06-19T12:04:51.898959Z,Negative,هاذ ماه يال,2024-06-19T12:04:51.898959Z
1302,1,2024-06-19T12:05:00.505237Z,Positive,نحن ألا الله يلطف بين ان شاءالله,2024-06-19T12:05:00.505237Z
1303,1,2024-06-19T12:05:13.323356Z,Negative,الله يوضعها مدناها ماهي وحدها,2024-06-19T12:05:13.323356Z
1304,1,2024-06-19T12:05:26.833321Z,Neutral,صحيح للأسف الشديد,2024-06-19T12:05:26.833321Z
1305,1,2024-06-19T12:05:32.807935Z,Positive,صحيح والله,2024-06-19T12:05:32.807935Z
1306,1,2024-06-19T12:05:41.090980Z,Negative,ال اريحنا منه من ڭل فايدته,2024-06-19T12:05:41.090980Z
1307,1,2024-06-14T22:07:28.809488Z,Positive,قاتلهم الله,2024-06-14T22:07:28.809488Z
1308,1,2024-06-14T22:07:37.936138Z,Neutral,هي ناطقة بإسم حملته,2024-06-14T22:07:37.936138Z
1309,1,2024-06-14T22:07:42.133735Z,Neutral,ھى امراغة,2024-06-14T22:07:42.133735Z
1310,1,2024-06-14T22:07:51.966466Z,Positive,خلي عنك فخامة الرئيس نجاح ضامن نسبة 95 او ذاك دور اتشوف,2024-06-14T22:07:51.966466Z
1311,1,2024-06-14T22:07:58.150151Z,Neutral,هاي ماه وطنيه الا امعدل مورتاني  خبخبها ولاه جاعلته وطن,2024-06-14T22:07:58.150151Z
1312,1,2024-06-14T22:08:01.324244Z,Negative,حقا مؤسف,2024-06-14T22:08:01.324244Z
1313,1,2024-06-14T22:08:04.618867Z,Neutral,يجب اقالة هذه الوضعية,2024-06-14T22:08:04.618867Z
1314,1,2024-06-14T22:08:11.715925Z,Positive,كان ينبغي عليك أن تشكرها فهذا هو خطكم تماما العمل علي تشويه الوطن واحتقاره وتفضيل الغير عليه فقط هي اشجع منكم انتم تسيؤون إليه من وراء المحيطات وهي من داخله,2024-06-14T22:08:11.715925Z
1315,1,2024-06-14T22:08:16.507684Z,Negative,تبا لها وسحقا تجب إقالتها فورا,2024-06-14T22:08:16.507684Z
1316,1,2024-06-14T22:08:23.363026Z,Neutral,مشكلة الوطنينة قديمة حديثة و متجددة,2024-06-14T22:08:23.363026Z
1317,1,2024-06-14T22:08:27.778293Z,Neutral,المقصد من هذه التغريدة لا مجال إلا للفوز و لا شيء أخر و ذه مايكبرو حد عن كدو,2024-06-14T22:08:27.778293Z
1318,1,2024-06-14T22:08:32.743487Z,Neutral,كاملين نبقو دول الجوار مالي ، السنغال ، الجزائر و المغرب لكن الين اتعود ارواية فيه موريتاني طبعا بلدنا فوق كل اعتبار و هذي زلة لا تغتفر من مسؤول سامي و يال ماتتخط و أهلنا في الجنوب ماهم كاملين كيفتها وقلب موريتاني عندهم ماه كيفت قلب السنغال و أنا بعد الين يتواجه المنتخب الوطني مع نظيره التونسى أو الجزائري او المغربي…مال لاهي ايعود سياني عندي من فاز بالمباراة.,2024-06-14T22:08:32.743487Z
1319,1,2024-06-14T22:08:41.424420Z,Negative,كنت من المتابعين لك لكنك سقطت من عيني بمساندتك لبرام الله يهديك,2024-06-14T22:08:41.424420Z
1320,1,2024-06-19T12:03:21.044007Z,Positive,والله أل الصحه اله,2024-06-19T12:03:21.044007Z
1321,1,2024-06-19T12:03:26.678326Z,Negative,مؤسف حقا,2024-06-19T12:03:26.678326Z
1322,1,2024-06-14T22:07:01.540818Z,Positive,الخبر ثابت، و الصحة ,2024-06-14T22:07:01.540818Z
1323,1,2024-06-14T22:07:11.475434Z,Negative,سوينكالية جابرة الجنسية بالتزوير يلي يوضعها,2024-06-14T22:07:11.475434Z
1324,1,2024-06-14T22:07:19.339093Z,Negative,ولاءهم فر لسينغال,2024-06-14T22:07:19.339093Z
1325,1,2024-06-14T22:05:49.933320Z,Neutral,ما زاركلو ,2024-06-14T22:05:49.933320Z
1326,1,2024-06-14T22:05:59.783188Z,Neutral,هي بعد كتبت موريتان موي سينغال في النهاية الأصل هو الباقي هاذ المنصب افصل فيه بنات الوطن,2024-06-14T22:05:59.785059Z
1327,1,2024-06-14T22:06:06.857510Z,Neutral,هاذ كط كالتو وحدة عند مواجهتن  للجزائر,2024-06-14T22:06:06.857510Z
1328,1,2024-06-14T22:06:16.324598Z,Neutral,نتيجة تجنيس,2024-06-14T22:06:16.324598Z
1329,1,2024-06-14T22:06:51.139758Z,Neutral,هذ يالتها تگلع من بلاصتها وترجع لسنغال بلاصت الفقر وجوع,2024-06-14T22:06:51.139758Z
1330,1,2024-06-14T22:06:57.555293Z,Negative,يجب أن تحاسب,2024-06-14T22:06:57.555293Z
1331,1,2024-06-14T21:55:26.635528Z,Negative,هي ماهي ارض,2024-06-14T21:55:26.635528Z
1332,1,2024-06-14T22:05:33.868034Z,Neutral,ذا عاطيهلك سلطان مكيفنو كتبو مزال حامي لا تداول كتبه وحدة,2024-06-14T22:05:33.868034Z
1333,1,2024-06-14T22:05:38.266636Z,Neutral,خلو عنكم ذي لمراه هي لا كفيت  ذيك لمراه لكانت مع الجزائر,2024-06-14T22:05:38.267593Z
1334,1,2024-06-14T21:55:21.717049Z,Negative,لكم الحق في تشجيع الجزائر على حساب المنتخب الوطني لكن الغير لا يحق لهم,2024-06-14T21:55:21.717049Z
1335,1,2024-06-14T21:54:58.538255Z,Positive,مرشحن هو الحل,2024-06-14T21:54:58.542629Z
1336,1,2024-06-14T21:55:05.636474Z,Neutral,يخي كل حد عندو الحق في النقد إلا المتحايل سلطان لحديد,2024-06-14T21:55:05.636474Z
